	lang	sentiment	text
673	fin	-1	En tiedä mikä tässä on näin vaikeaa kun en tavallaan uskalla ottaa koiraa jos en hoida sitä hetken päästä ja se annetaan pois.
674	fin	-1	Ajoin pari talvea Maxi Iceilla, ja auto oli todella levoton ajettava!!!
675	fin	-1	Liipattu totuus paskaparissa
676	fin	-1	Tässä pilkataan
677	fin	-1	en ole koskaan tuntenut mitään näin kauheeaa olin silloin vielä paikalla kun hänen äiti kuoli.
678	fin	-1	Ei näytä kivalta, tulee inhottava fiilis :P
679	fin	-1	nostin roskat viereen ja totesin ettei se ehkä siellä ole ja ryhdyin ryntäämään vielä n 7 m reitin takaperin asunnoltani ettei kukaan ehdi poimimaan avaintani jos se putosi- JA JO OLI KUOPIOLAISEUKKO HUUTAMASSA jotta laitahan roskat takasin!
680	fin	-1	"Annan sitten vaikka persettä!"""
681	fin	-1	"Median edustajat itkevät pian: ""So-sori..."
682	fin	-1	NISKAT SANOO MORJESTA,JOS KANNISKELEN NEITIÄ YLI TUNNIN.
683	fin	-1	Vaikka minulla onneksi oli ystäviä, tunsin itseni silti yksinäiseksi.
684	fin	-1	sinulla olisi asennevammaa..?
685	fin	-1	Ei ole ateistista evankelistojen kaltaisiksi rosvoiksi!
686	fin	-1	Otan sen hekilökohtaisena loukkauksena ja ilmiannan sen.
687	fin	-1	KETÄ KIINNOSTAA???
688	fin	-1	Miksi vaarantaa muiden ihmisten koirat tuomalla tänne sairaita yksilöitä.
689	fin	-1	Henkilökohtaisesti toivon häätöä jokaikiselle popittajalle, joka on vaurioittanut musiikkisaasteellaan kuulonsa niin pahasti, ettei enää kuule normaalivolyymilla soitettua musiikkia Kuhmalhdessa asuu nuorisoa mitkä tykkävät pauhata yöllä.
690	fin	-1	Otsalohkoleikkaus , kotoisammin lobotomia auttaaa .
691	fin	-1	Pölhöin marginaali suomenruotsalaisista
692	fin	-1	16-22-vuotiailla naisilla on nykyään hirveän ruma ääni.
693	fin	-1	On mielenkiitoista onko törppötoimittajalla silmät yhtä vihaiset ja suu vaahdossa kun hän haastattelee Soinia ja muita presidentiksi pyrkiviä.
694	fin	-1	En kestä :'(
695	fin	-1	Mie ikävä kyllä olen niitä joille jotain aina jää kaihertamaan :(
696	fin	-1	rötös herrat kuriin !
697	fin	-1	Kun ei vain loppuisi joukoiltaan panokset aseistaan kesken kaiken lahtausoperaatioissaan massojen edessä.
698	fin	-1	*irvistys*
699	fin	-1	Oletko sitä mieltä, että ne kaikki 100 kommenttia pitäisi lisätä tänne uudestaan samasta aiheesta, hä?
700	fin	-1	Vinkumisen ainakin hallittet!!
701	fin	-1	Nyt kun kari ja Lulu on saatu pois pelistä saa kokdem mällätä rokkipuistoihin ja SCC:n tapaisiin älyttömyyksiin vapaasti ilman kritiikkiä ja salaisesti suhmuroiden
702	fin	-1	Ei mene jakeluun, ei sitten mitenkään.
703	fin	-1	YLE: n ymmärtämätöntä.
704	fin	-1	muslimi ei sopeudu eikä sulaudu pohjois eurooppalaiseen kristilliseen kulttuuriin muuna kuin tunkeutujana ja valloittajana.
705	fin	-1	"Mä olin jo niin pettynyt."""
706	fin	-1	Kun katselee eduskuntaan valittuja eri aikakausina edellisen teorian voi pistää ainakin osittain roskakoppaan.
707	fin	-1	Yliannostus amerikkalalaisutta on siis saatu.
708	fin	-1	:DDDDDDDDDDDDDDDDDD voi vittu nyt siihen menee oma aikansa, suihin otto ei vaan ole kaikkien naisten juttu ja se on varmasi valitettavaa.
709	fin	-1	Ensinnäkin talon pystyttämisestä tuli painajainen, osat loppui koko ajan kesken, laatu oli paljon huonompi kuin myyjän näyttämissä kuvissa.
710	fin	-1	Siksi varmaan unohdin, ku mun vihannekset ovat useimmiten pakastevihanneksia :(
711	fin	-1	Köyhät on lyöty kyykkyyn, ne on tuolla leipäjonoissa.
712	fin	-1	Minä olen kärsinyt suunnattomasti paniikkihäiriöistä.
713	fin	-1	Sofia ei osaa kirjoittaa kunnolla suomeksi.
714	fin	-1	Voi Vittu sentään!
715	fin	-1	-.-
716	fin	-1	Lisää ajotunteja kantsii varmaan ottaa...
717	fin	-1	Miltä sinusta tuntuu jäädä tekosistasi ns. nalkkiin?
718	fin	-1	Kaikki muu on teeskentelyä ja pelleksi ryhtymistä.
719	fin	-1	Tuollaisilta huijareilta tulisi sulkea pankkitilit, etteivät pääsisi netissä huijaamaan.
720	fin	-1	Nyt myöhemmin jollain tavalla harmittaa jos nuo joskus osoittautuvat todeksi.
721	fin	-1	Onpa kauhea asia.
722	fin	-1	Olin masentunut, kuten olen vieläkin.
723	fin	-1	Käski heti yöllä minun lähteä takaisin kotiini Vantaalle poliisilla uhaten .
724	fin	-1	Mutta mitäpä siitä sai mitä halusi.
725	fin	-1	Tosi kosmopoliitti, silti Kanariapalstalla meidän muiden verkaarihousutumpeloiden kanssa.
726	fin	-1	Ei todellakaan.
727	fin	-1	Kyllä on PASKA..Renkaan joutuu irroittamaan jos on 205x16 tuumaiset renkaat.
728	fin	-1	Nailla valuutta alustoilla kymmenia tuhansia valuuttakaupan ammattilaiset tekevat 24 tuntia vuorokaudessa kauppaa ja marginaalit (voitot/tai tappiot) ovat alle promillen luokkaa, Siihen ei paase Tamperelaisen Tissibaarin pitaja sotkemaan kuvoita.
729	fin	-1	Windowsin rasittavuus on ylläpito.
730	fin	-1	Minulla se on tuas yksinäenen viikonloppu eessä, kun ei ou kettään lähheistä immeistä.
731	fin	-1	Kymmenet miljoonat rullaavat tasaisesti pohjattomiin taskuihin.
732	fin	-1	Ja samat sanat sinulle idiootin kuvotus...
733	fin	-1	Missä kohtaa olen sinua nimitellyt?
734	fin	-1	Puhuit olleesi lukiossa, mutta edes yhdyssanat eivät ole hallussa...
735	fin	-1	myönnän että mulla on suuria tunteita sua kohtaan edeleen kukaan toinen ei merkitse mulle mitään niinkuin sinä olen yrittänyt unohtaa sut mut en ole siinä onnistunut pyörit mun mielessä useinkin syy miksi en ole vastannut sun huutoon on se kun olet niin helposti vietävissä mä en halua valehtelian kanssa elämää rakentaa enkä myöskään suostu olemaan mikään kakos nainen sulle enkä kenellekään muulle
736	fin	-1	pitkää riviä paskaa toistamiseen...mulla on elämäki toisin kun niin monella muulla täällä palstalla roikkuvalla...
737	fin	-1	Hallitus on juuri niin huono, kuin on sen johto.
738	fin	-1	Mä kärsin uniongelmista, mutta ne on sekä syy että seuraus syömishäiriössä ja alakulossa.
739	fin	-1	"Se on vähän sairaalloista."""
740	fin	-1	"Juuri tämmöisten ""hapanmakuy"" tyyppien takia naiset valittavat, ettei heille ole markkinoita miesvoittoisilla aloilla."
741	fin	-1	"Kyllä huolii, mutta ""tämmöstä yksinäistä.."
742	fin	-1	Kukaan aito kokoomuslainen ei kirjoittele niin kuin sinä.
743	fin	-1	Helvetin Kalpaki ois tiputtanu sen narrilauman jatkosta.
744	fin	-1	Kannattas olla rehellinen eikä huijata vanhuksia.
745	fin	-1	Näitä erilaisia negatiivisia puoliakin olen kuullut vartuttuani ja ehkä itsekkin joskus johonkin törmännyt.
746	fin	-1	Miksi kaikki tämä törky julkaistiin juuri nyt Olympiakisojen kynnyksellä?
747	fin	-1	Olet ollut todella 'hidas' jos entinen miehesi oli puhunut ennen sinua avioerosta tyttärelleen...ehkäpä hän ei niin 'sairas' ja ymmärtämätön ollutkaan...
748	fin	-1	Surullista koska minun rakkauteni olisi riittänyt...
749	fin	-1	Miksi vitussa nekerot on niin herkkiä heidän arvostelulle.
750	fin	-1	Kyllä huomaa, ettei sinulla ole mitään käsitystä nykyajan autoiluun liittyvistä tosiasioista.
751	fin	-1	Mutta ei aavistustakaan mitä teen.
752	fin	-1	Voi sinua onnetonta, et sinä pysty määräilemään minua pois täältä, ikävä kyllä.
753	fin	-1	Ei se tollo mihinkään lähde eikä sinunkaan tarvitse poistua paikalta vaan ilma lähtee kiertämään kun hormiin muodostuu tollo..paperi..tollopaperi..VETO S##TANA!
754	fin	-1	Älkää menkö sinne lähellekkään.
755	fin	-1	Mummoja ja muita munahaukkoja me välttelemme.
756	fin	-1	Alan olla täysin kyrpiintynyt siihen, että kun puhuu naisten saavuttamattomista oikeuksista ja naisten kaltoinkohtelusta yhteiskunnassa, niin jo on heti joku äijä hokemassa että no entäs sitten miehet ja asepalvelu ja huoltokiistat ja vaikka mitkä paskajutut.
757	fin	-1	Kytökylän koulu on joutunut sairaalloisen mielivallan uhriksi.
758	fin	-1	Peljätti niin kovaa, ettei valoja edes voinut sammuttaa.
759	fin	-1	Yritän antaa hänelle huomiota, mutta saan tylyä kohtelua takaisin.
760	fin	-1	Nälkää näen. ;(
761	fin	-1	Kai siinä menee opettajaltakin motiivi yrittäessään opettaa jotain viiden opintoviikon yliopistojuttua muka kahdessa viikossa tuleville insseille.
762	fin	-1	Tyhmäkin?
763	fin	-1	Mitä trollausta???
764	fin	-1	Niska/pers ote ja käytävälle mahallaan liukuen.
765	fin	-1	Sari siis ratsasti voittoon muitten viihteellsimpien persoonien kustannuksella.Mainittava myös on kuinka kokkolan likka oli aika avuton myös viikkotehtävissä.
766	fin	-1	Buah hah hah hah hah hah haaa ääliö Hesalaiset.
767	fin	-1	Tarkoitan avioliittoon menon suhteen pettynyt ja kyllästynyt.
768	fin	-1	"Sen sijaan siis että saisivat asianmukaista hoitoa ja kuntoutusta saavuttaakseen tasapainon itsensä kanssa päätyvät hyväksikäytettäviksi pornoalalle jossa saavat tuntea itsensä hetken aikaa ""tähdiksi"" ja jotkut tottakai käärii rahat taskuun näiden tapausten kustannuksella."
769	fin	-1	"Kenties tyypillä on takanaan työura joka perustuu sille että valehteli itsensä töihin ja nyt työura on yhtä sähläämistä ja eteenpäinkaatumista, takkuilua, vastuunpakoilua ja yleensäkin kurjaa koska oikeat taidot , henkinen kapasiteetti tai koulutus eivät riitä työn asialliseen hoitamiseen ja tästä tulee sitten lisäpaineita - ja kiitoksena tästä ""suoritan työtäni joka ei ole minulle lainkaan miellyttävää!"""
770	fin	-1	Inhottaa vaan kun jotkut eivät tervehdi koskaan pihalla tai rapussa :(
771	fin	-1	Hyi hitto!
772	fin	-1	Ei tarvitse täällä tai muuallakaan purkaa pahaa mieltä asian kanssa.
773	fin	-1	Sitä paitsi julkisuuteen tyrkytetään vaikka minkälaisia vääristyneitä ihannekuvia niin miehistä kuin naisista.
774	fin	-1	Mun täytyy vaihtaa puoluetta, kun Vanhasesta ei ole edes pyllylle taputteluun.
775	fin	-1	Olen pahoillani ahdingostasi, mutta en voi tilanteelle mitään.
776	fin	-1	Ja miten voisin olla onnellinen normaalipainosena..?olisin lihavempi possu..
777	fin	-1	Irakilaismiehillä on tooooosi liukkaat pillut ... heheheh Kannattaisi vähentää sitä kiljunjuontia.
778	fin	-1	Voi ei, voi ei, voi ei.
779	fin	-1	eiköhän otsikko kerro kaiken olennaisen...
780	fin	-1	Kun venäjän vihreät miehet tykkä eksyä oman rajan ulkopuolella.
781	fin	-1	soitti muka työhaastattelijana ja sai sut luulemaan liikoja.
782	fin	-1	Todella ikävää pakkomyynti meininkiä Pasaatin molemmissa puhelin kaupassa / pisteessä.
783	fin	-1	Naurusta viel,et Hannen nauru ihastuttaa joitakin,mulla taas nousee niskavillat pystyyn,kun sen kuulen...HHHRRRRRR...
784	fin	-1	Siksi jatka vain täällä kirjoittelua kun rahkeet ei muuhun riitä
785	fin	-1	En suosittele.
786	fin	-1	Sain kuitenkin selville, että poikaystäväni oli pettänyt minua kerran.
787	fin	-1	Mikä näitä suomalaisia spykoloogeja ihan oikeesti riivaa?
788	fin	-1	no siis ei epäillä että me oltais se rikottu, vaan epäillään veljen riiviölasta ja hakaneulan yhdistelmää...
789	fin	-1	Huh huh todellakin, en ole moista kyllä ikinä nähnyt.
790	fin	-1	Oon yrittäny puhdistaa korvaani, mutta heti, kun vähänkin sinne jotain työntää, niin alkaa jyskyttävä kipu.. :(
791	fin	-1	Älkää lainatko heille mitään, ette saa takaisin koskaan!
792	fin	-1	Luottamus mennyt...
793	fin	-1	Vasta sitten vanhempana alkaa se kiltti DI kiinnostamaan, kun pitäisi löytää rahoittaja perheen perustamiselle ja omakotitalolle.
794	fin	-1	Kukahan se tyhma lienee?
795	fin	-1	Mitä tehdä??
796	fin	-1	"2. Toistelin: ""Kuumottavaa shaissea ku tämmösiä netistä löytää!"""
797	fin	-1	Jos on niin taulapää että ilmoittelee täällä missä ilmoituksia voi vapaasti teilata niin oppikoot siitä ja nielkööt vitutuksensa.
798	fin	-1	Jep Arja, kyllä on huomattu, kun on tutkittu esim. brittiläistä uusnatsismia, että nimenomaan ne työväenluokan kakarat on pahimpia rasisteja.
799	fin	-1	Lue idiootti kenttäteoria, jota sinulle on useasti tarjottu.
800	fin	-1	Olen tutuiltani kuullut pelkkää miinusta.
801	fin	-1	Muut jo tietävät kaiken!!
802	fin	-1	Joten turpa tukkoon tai se suljetaan ja kasvat horsmaa saunan takana.
803	fin	-1	Kyllä vain lätkitään dementoituneille ei elvytystä ja muillekin vanhuksille olematta laisinkaan lainmääräämällä tavalla omaisten kanssa yhteistyössä, kun potilas itse ei enää pysty hoidostaan päättämään.
804	fin	-1	Nyt taas koulua narkkareiden kanssa.
805	fin	-1	Rasistit ulos suomesta..Pikakarkoituksella Pohjois-Koreaan.
806	fin	-1	En voi käsittää miksi miehet syyttävät aina naista miehen vioista esim. jos mies valehtelee ja nainen uskoo sen = naisen vika, jos mies lyö = naisen vika, jos mies pettää = naisen vika, jos mies raiskaa = naisen vika jne.
807	fin	-1	Minä saatan sinulle paljon tuskaa, koskas raskaaksi tulet: sinun pitää synnyttämän lapsia kivulla, ja sinun tahtos pitää miehes alle annettu oleman, ja hänen pitää vallitseman sinua.
808	fin	-1	MYÖSKIN: KOULUSSA EI KOSKAAN TARJOTTU KAHVIA!!!
809	fin	-1	Loordi nyt kirjoittelee satujaan, yhdelläkään nuorella lääkärillä ei ole puolustusvoimissa 55 v eläkeikää, tämä on Fakta, vain vanhoilla jotka jo eläkkeelle jääneet tai juuri jäämässä, oli upseerin nimitys ja palvelusvuosien jälkeen oli tuo oikeus.
810	fin	-1	Hanne kun on niin kettu koko akka.
811	fin	-1	Itkimme molemmat, minulla oli monta päivää tosi paha olla ja purskahdin helposti itkuun kun näin tai kuulin esimerkiksi vauvojen ääniä.
812	fin	-1	Kunpa maailma olisi aina ilman rikollisia venäläisiä = paavo väyrynen otettaisiin häkkiin.
813	fin	-1	simo ei ymmärrä et muut ei ehkä oo koneella koko ajan
814	fin	-1	olisitko kiltti ja antaisit meille sitä lunta/vettä/räntää/muuta paskaa vain päivällä..
815	fin	-1	IHMETTELEN
816	fin	-1	Niinhän tuo kuittaa olankohautuksella puolueensa edustajan törppöilytkin.
817	fin	-1	Kovin on pääsi sekaisn.
818	fin	-1	Ehkä kirjoittajien kannattaisi siellä ihan käydä ja todeta kuinka asiat ovat??!!!
819	fin	-1	Joopa joo.
820	fin	-1	eli _AuTtaKaa nYt HyVÄt iHMiSeT:_ wheeh...X( *tikahtuu* hjälp mig!
821	fin	-1	AIVAN ONNETTOMAN HUONOSTI KIRJOITETTU.
822	fin	-1	Itselläni kävi tässä kerran niin, että eräs mies käyttäytyi minua kohtaan todella kylmästi, siinä sitten mietin omaa käyttäytymistäni, mitä olin tehnyt väärin...
823	fin	-1	Onko tämä demokratiaa ei tämä on piilofasimia äänestäjiä kohtaan ..!
824	fin	-1	Suurin syy on varmaan, ettei ne missään nimessä halua mamuinvaasiota omalle paikkakunnalleen..!
825	fin	-1	Siitähän se liitto koostuu,ei mistään tyhjänpäiväisistä lahjoista.
826	fin	-1	Kaikki hakkerit ja virustelähettäjät kuuluisi laittaa elinkautiseen vankeusrangaistukseen!
827	fin	-1	Olen väsynyt.
828	fin	-1	Meille asia ei kuulu pätkääkään.
829	fin	-1	ONKO HÄNELLÄ OIKEUS OLLA VIHAINEN SIITÄ ETTÄ PÄÄTIN PITÄÄ LAPSEN?
830	fin	-1	Ki**i*i!
831	fin	-1	joo olen huomannut saman asian että jos naiselle puhuu miehiin kohdistuvista nöyryytyksistä niin vähättelyä kohtaat heti ikään kuin nainen olisi ainut joka voi kokea häpäisyä olen päättänyt että minun myötätuntoa ette saa ennen kuin myönnetään meihin kohdistuvat nöyryytykset vääryydeksi
832	fin	-1	vanha ei minua ja montaa muuta sytytä vaikka ois miten kokenu.
833	fin	-1	Pliis, auttakaa!!!!
834	fin	-1	Olemme pelkkiä neljän koplan sätkynukkeja.
835	fin	-1	Aika sairasta.
836	fin	-1	aika kapea maailmankatsomus..oletko samaa kultalusikka perseessä syntynyttä porukkaa jotka luullem ja nimenomaan luulee olevansa parempia kun muut vaan sen takia kun on aina saanut vanhemmilta/vanhemmalta kaiken minkä on halunnut..
837	fin	-1	On skeidaa esinahkan alla ja tämä johtuu taas kroonisesta homoilusta,,,,
838	fin	-1	Ei sitä äitiä/mummoa välttämättä ole, oli lapset tehty minkä ikäisenä hyvänsä :(
839	fin	-1	Vaikka sattuu ja väsyttää.
840	fin	-1	Olen pahoillani näistä erheistäni, mutta tekstistäni saanee niistä huolimatta selvän.
841	fin	-1	"Mutta tämä diapamikaan ei aina ahdistuneisuutta vie, voin kahdenkin 10mg diapamin oton jälkeen ""tulla hulluksi""."
842	fin	-1	Täynnä kirjoitusvirheitä ja mikä parasta sieltää sai täyden oppimäärän -kuinka tunnistaa aidon Rolex-kellon väärennöksestä !!
843	fin	-1	Petyin todella PALJON Marineriin.
844	fin	-1	Mikään ei ole ilmaista.
845	fin	-1	"Vieroksun tuota hokemaa "" rakasta itseäsi, niin rakastat muitakin."""
846	fin	-1	Hävetkää ja ajatelkaa ensin, ennenkuin leimaatte jonkun henkilön.
847	fin	-1	Kyllä kommnetit alkaa olemaan jo psykosomaattisia.
848	fin	-1	no ei kyllä tosiaan kuulu mulle.
849	fin	-1	NYT LOPPU IHASTUMISET
850	fin	-1	Ehkä olenkin hullu...
851	fin	-1	Vittu miten typeriä poliiseja Joensuussa! saatana.
852	fin	-1	ahdistaa kun ne on raiskannut koko kirjan juonen että millainen filmi sekin oikein on..
853	fin	-1	Miten kestit 28v?
854	fin	-1	Minä en laita yhtään mitään enkä hössötä.
855	fin	-1	poistin ohjelmia, tein Levyn siivouksen yms. ni sitä tilaa ei tullu yhtää sen enempää..
856	fin	-1	heko heko heko...
857	fin	-1	Jos rehellisesti sanon, niin jos tilanne on oikeasti tuo, että te haluatte vain useita pilluja päästä kokeilemaan, niin eiköhän se ihan selvällä rahalla järjesty kaikkein helpoiten ja todennäköisesti saat nuorempaa ja hoikempaa, eikä tartte ottaa edes sitä typerää tatuointia siihen käsivarteen.
858	fin	-1	ANTEEKS EN KIRJOTA KOVIN PITKÄSTI KOSKA OON NIIN VÄSYNY MUT OON ITTEKI AJATELLU ETTEN SAA IKINÄ MIESTÄ KOSKA OON VÄHÄ PYÖREE EN NYT HIRVEESTI MUT JENKKAKAHVOJA VÄHÄN JA ON AKNEARPIA VÄHÄSEN POSKISSA :/
859	fin	-1	valehtelet
860	fin	-1	"Itseäni parin arki-illan ""menettäminen"" pelottaa, sillä en haluaisi olla sidoksissa vuosikausiksi sellaiseen rytmiin."
861	fin	-1	Mutta ei ole vielä onnistunut perhe....
862	fin	-1	Voisivat opetella osallistumaan keskusteluaiheeseen.
863	fin	-1	Näin tulee valitettavasti nyt käymään.
864	fin	-1	haista sinä piiiiiiiitkä paska
865	fin	-1	Jos näin, niin olet ilmeisen tunteeton, mielikuvitukseton, epäsosiaalinen?
866	fin	-1	Vai hoidat omat rahasi hohoo..
867	fin	-1	Anna kakara pois
868	fin	-1	Joten lopettakaa kaikenlainen paskanjauhaminen ja katsokaa omaan sydämeenne mitä siellä on.
869	fin	-1	ap ensin roikotti koska oli muka jotenkin tiedoton tunteistaan, joku mammanpoika joka odottaa että tullaan kädestä hakemaan oikea oman elämänsäluuseri jota ei naisten pariin pitäisi koskaan päästääkään, tunnevammainen ja kokematon Rakastaja (ei rakastelija huomaa merkitysero!).
870	fin	-1	Skodakuskia haukuttiin aroneekeriksi
871	fin	-1	No muuta muualle!
872	fin	-1	Hävettää suomalaisten puolesta, että jotkut heistä joutuvat tunnustamaan käyneensä Hua Hinin pervorannoilla.
873	fin	-1	Tuntuu pahalta.
874	fin	-1	Anopit ovat ilkeitä ja jne.
875	fin	-1	Voi poikkeliboi reppanaa, mitä joudut vielä nielemään...
876	fin	-1	"Vanhoista legendaarisista ""hirviöistä"" oli tehty naurettavia action-pellejä."
877	fin	-1	Lukekaas, millainen Suomivihaaja mamu Busra Al -khalidi on !
878	fin	-1	No toi äskönen nyt oli eniten perseest mitä oon ikinä kuullu!
879	fin	-1	Itse en haluaisi tanssia samankanssa koko iltaa ,se on tylsää .
880	fin	-1	Sairaudet, köyhyys, sodat, väkivalta, riisto ja muu pahoinvointi on seurausta ihmiskunnan lankeamuksesta.
881	fin	-1	mulle tehtiin lääkkeellinen keskeytys 1½ vuotta sitten ja en kyllä suosittele kenellekkään..mulla ainakin oli helvetin moiset kivut ja tuskat..kai se yksilöllistä..
882	fin	-1	"Ohoh......punikki-iirohiiri on taas elpynyt ja ryöminyt kolostaan kuolaamaan Venäjää ja taas siinä ""rivien välistä"" tuli kehua epäsuorasti massamurhaaja Stalinille , jonka häikäilemättömässä hyökkäyksessä pientä naapurimaata ei iirokommari sanoikinä mitään pahaa."
883	fin	-1	Hyvä pohja kaikelle pieleenmenolle tuollainen.
884	fin	-1	Eipä.
885	fin	-1	Kävi kuulkaas niin että eii siitä tullut mitään kun poika sanoi olevansa niin hermostunut.Oliko tää mun vikaa???
886	fin	-1	Mua vituttaa niin, että ei tiä mitä sanois!!!
887	fin	-1	Tunnen itseni nyt täysin typeräksi.
888	fin	-1	Kyllä se on täysin pilalla ja käyttökelvoton..
889	fin	-1	Et kai tosissa ole, älä jumalauta naurata.
890	fin	-1	kyllä on elämä surullista.
891	fin	-1	Ilman ikä rajaa pääsee katosmaan rajua pornoa!
892	fin	-1	ovat kaikki keskenkasvuisia kakaroita ja tuskin piittaavat mistään järkevästä viestistä.
893	fin	-1	On inhottavaa huiskia puskan takaa.
894	fin	-1	"Pahaa eliittiä ei ole, koska jos se olisi, sinunlaisesi ""vaihtoehtoisen tiedon"" levittäjät olisi tapettu jo aikaa sitten."
895	fin	-1	Me asutaan kaupungissa ja ikävä kyllä tuo vapaana kulkeminen ei ole mahdollista joka päivä :-(.
896	fin	-1	Itkin ja vapisin, huusin ja kiemurtelin.
897	fin	-1	Tuntuu et en kuulu tänne.
898	fin	-1	Tässä eräs järkyttynyt.
899	fin	-1	Muuten, taitavat ne Haaviston suosittelijat olla vähän itsekin jollakin lailla omituisia!!!
900	fin	-1	heti ekana päivänä huomasin että tää homma on aivan pers.. työ on tehdastyötä.
901	fin	-1	Niin mutta koska julkkiksen pitää olla tietynlainen, kommentoijilla ei tarvitse olla mitään vastuuta ja he saavat häpäistä itsensä ihan miten tahansa.
902	fin	-1	Tuntuu, että jään aina seinäruusuksi tai mikä pahempaa, saan negatiivista huomiota ulkonäölläni ja olemuksellani.
903	fin	-1	"Siitähän seuraisi se, että sinkkuus olisi oletusarvoisesti ""alempiarvoinen"" asia kuin parisuhde, jota ajatusta minä en ainakaan pysty hyväksymään."
904	fin	-1	Miksi täälä ei saisi valittaa??
905	fin	-1	ihmiset on nykyään idiootteja kun ei vitstiä ymmärrä...
906	fin	-1	Koska eihän tämä voi jatkua.
907	fin	-1	Tosta ikonista voi jättää i:n pois :)))
908	fin	-1	Huonot on liksat Suomessa.
909	fin	-1	!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
910	fin	-1	Näitä en kaipaa elämääni enään.
911	fin	-1	Miten saatana tästä subutexista pääsee eroon?
912	fin	-1	Saunailloissa sitten naureskellaan näille helpoille munahaukoille, jotka väkisin tyrkyttää haisevaa p...aan meille ukkomiehille.
913	fin	-1	10 Reasons why GOD HATES FINLAND!
914	fin	-1	hyi
915	fin	-1	Ensin pidin asiaa normaalina Linuxin bugina, koska tiesin, että ylläpitäjä on Linux-hihhuli ja pitää kannuaan säälittävällä Linux-viritelmällään.
916	fin	-1	Joka tapauksessa valitettavaa..
917	fin	-1	Haha nauroin oikein ääneen pitkästä aikaa, enpä ole netissä näin turhaa viestiä ennen lukenutkaan!!
918	fin	-1	Enhän edes tunne sinua!?
919	fin	-1	"Lapsesi menettivät vanhimman sisaruksensa.
1	1	0	1	4										1	1	12	5	comments2010e.vrt 3417902	pois murhemieli rinnasta paistaa hymy runostasi lukijalle ja voi että kuinka hyvä on viimeinen kappale kauniissa runossasi.
0	-1	0	0	2										1	-1	16	5	comments2007e.vrt 2692995	Itselläni myös se ongelma, että en selittänyt teorioita lainkaan, vaan mainitsin esim.
0	0	0	0	3										0	-1	20	5	comments2005b.vrt 1428861	Kansi ja siipipyörä nostettava akselilta äläkä hukkaa sitä pientä kiilaa, jonka avulla pumppu saa käyttövoimansa vetoakselilta.
1	0	0	0	4										-1	0	18	5	comments2010c.vrt 243073	Niitä aikaansa ja vaivaansa uhranneita, joille ratkaisuni on vaikea sulattaa, voin lohduttaa sillä, että sen tekeminen oli vielä vaikeampaa.
0	0	0	0	3										0	-1	19	5	threads2013b.vrt 1400024	[URL=http://aijaa.com/xneCs8]http://aijaa.com/xneCs8[/URL]
0	-1	0	0	2										0	-1	11	5	comments2013d.vrt 1758231	Ei oo oikein viimevuosina noussu.
0	0	0	0	3										-1	-1	6	5	comments2015d.vrt 1181147	Aloitus kai tarkoitti kiinnittää huomiota siihen asiaan että kaksi suurinta ketjua tekee samanlaaisen päätöksen samanaikaisesti, ei vaokuvauksen muuttumisesta.
0	-1	0	0	2										0	0	2	5	threads2007b.vrt 1557335	En tiedä mistä on kysymys, kun en saa yhteyttä millään tavalla.
0	0	0	0	3										-1	0	11	5	comments2006d.vrt 439846	No joo, eihän tähän kohteeseen kannattanut kaikkia lyödä.
1	1	0	1	4										1	1	11	5	comments2005d.vrt 1200566	Janni Elena -&gt; ihan ok
0	-1	0	0	2										0	-1	3	5	comments2010a.vrt 1228288	Onhan tämä ketju otsikoitu nimeäni käyttäen: Weijo tyrmää!"""
920	fin	-1	EI OO SUORA LÄHETYS!!
921	fin	-1	Kukahan tämä uhri oli..? :(
922	fin	-1	no makuasia tietysti, mutta omasta mielestäni se on ihan luvattoman veltto.
923	fin	-1	Soini nuolee Kokoomuksen takamusta kieli ruskeana ja yhtyy jokaiseen Nato/EU:n lausuntoon.
924	fin	-1	Nyt örisee ja sökeltää sekavia täällä melkosessa kaasussa ymmärtämättä edes omaa naurettavuuttaan.
925	fin	-1	Vammoistakin kun akat hakkasi - lapsia, joilla ei ollut niin isää kui äitiäkään - olen itsekin kuullut monenkin nuoren ja lapsenkin sanovan että en jaksa elää - ei koskaan saa surra, olla masentunut, vihainen, tuntea tunteita, ihmisten vihan kyllä tuntee omassa kehossaan - sitäkin on turha toitottaa ettei hyväksy tai ole hyväksytty - riiston maku kaikessa - ku joku kättelyssä jo ilmoittaa että mitäs sinne tai tänne oot tuppautumassa?
